Date,Open,High,Low,Close,Volume,Quote_Volume,Trades_Count,div,Log_VolumeGain
8/21/2017 20:00,4027.05,4070.49,3950,4016,101,407181,578,1.002751494,142.5331684
8/22/2017 0:00,4016,4016,3688.97,3862.39,115,442745,731,1.039770712,8.373617951
8/22/2017 4:00,3863,3868.57,3400,3798.08,167,627646,935,1.017092847,34.89823297
8/22/2017 8:00,3798.08,3920.31,3750.08,3866.48,222,854175,1466,0.982309491,30.81597776
8/22/2017 12:00,3866.48,3990.12,3786.81,3858.23,179,698288,1471,1.002138286,-20.15044657
8/22/2017 16:00,3858.23,4104.82,3853.47,3984.24,160,634541,1017,0.968372889,-9.572972224
8/22/2017 20:00,3984.5,4061.54,3944.03,4040,124,495112,874,0.986262376,-24.81179033
8/23/2017 0:00,4040,4127.99,4013.89,4100.41,160,651006,997,0.985267327,27.37348592
8/23/2017 4:00,4084.54,4115.87,4035.32,4074.88,142,578320,1111,1.002370622,-11.83915101
8/23/2017 8:00,4081.63,4242.32,4057,4237.99,135,562616,1053,0.963105151,-2.753001365
8/23/2017 12:00,4205.98,4265.8,4150.65,4197.05,237,997807,2601,1.002127685,57.29625358
8/23/2017 16:00,4226.94,4259.58,4103.51,4117.07,175,731256,1856,1.026686454,-31.07962672
8/23/2017 20:00,4136.48,4178.65,4069.8,4114.01,153,627682,1011,1.005461824,-15.27299348
8/24/2017 0:00,4147,4204.55,4085.01,4113.58,124,511550,903,1.00812431,-20.45883365
8/24/2017 4:00,4113.58,4177.64,4090.39,4153.32,123,509865,789,0.990431751,-0.329934753
8/24/2017 8:00,4153.8,4250.94,4150,4202,171,718060,1714,0.988529272,34.24071462
8/24/2017 12:00,4211.78,4250.9,4136.33,4222,147,615369,1264,0.997579346,-15.43310431
8/24/2017 16:00,4223.06,4250.77,4178.22,4216.07,112,469850,839,1.001657942,-26.9808593
8/24/2017 20:00,4216.1,4371.68,4193.17,4316.01,111,471782,738,0.976851305,0.410351966
8/25/2017 0:00,4316.01,4370,4295.75,4312.69,141,611984,1511,1.000769821,26.01891239
8/25/2017 4:00,4312.69,4362,4267.5,4329,102,437863,925,0.996232386,-33.48000623
8/25/2017 8:00,4317.81,4361.28,4298.74,4361.27,74,322438,694,0.990035013,-30.59952064
8/25/2017 12:00,4361.27,4422.29,4261.13,4394.36,164,710205,2407,0.992469893,78.96427911
8/25/2017 16:00,4394.36,4453.91,4284.11,4307.17,52,230332,518,1.02024299,-112.6031914
8/25/2017 20:00,4326,4365,4247.48,4280.68,40,171815,499,1.010587103,-29.31034298
8/26/2017 0:00,4280.71,4315,4228.99,4297.94,42,178221,425,0.995991103,3.660603665
8/26/2017 4:00,4297.94,4319.7,4252.44,4319.7,29,123254,264,0.994962613,-36.87770865
8/26/2017 8:00,4319.7,4319.7,4260.88,4288.72,36,155419,242,1.007223601,23.18774288
8/26/2017 12:00,4288.72,4306.74,4221.14,4275,35,147799,364,1.003209357,-5.027145299
8/26/2017 16:00,4275,4351.32,4212.41,4293.52,47,202534,550,0.995686523,31.50545311
8/26/2017 20:00,4293.52,4367,4279,4337.44,40,170641,415,0.989874212,-17.13458393
8/27/2017 0:00,4332.51,4400,4314.91,4314.91,63,274219,731,1.00407888,47.43651228
8/27/2017 4:00,4329.19,4370.85,4293.42,4313.84,47,205503,500,1.003558315,-28.84664248
8/27/2017 8:00,4331.29,4352.34,4285.56,4323.37,57,246811,863,1.001831904,18.31622292
8/27/2017 12:00,4340,4340,4285.54,4325,35,152270,448,1.003468208,-48.29676007
8/27/2017 16:00,4290.01,4386.78,4290.01,4368.41,72,313606,588,0.982052967,72.24821601
8/27/2017 20:00,4336.12,4386.79,4309.6,4310.01,76,329171,540,1.006057991,4.843995163
8/28/2017 0:00,4310.01,4330.36,4239.36,4239.37,73,314379,629,1.016662853,-4.597810815
8/28/2017 4:00,4239.36,4297.11,4124.54,4261.9,94,396586,913,0.994711279,23.2293651
8/28/2017 8:00,4261.9,4365.4,4226.93,4308,122,521485,670,0.989298979,27.37875954
8/28/2017 12:00,4309,4347,4271.03,4273.59,122,524244,779,1.008285774,0.527671395
8/28/2017 16:00,4317.2,4370.45,4273.59,4321.65,107,464100,757,0.998970301,-12.18571785
8/28/2017 20:00,4321.65,4399.82,4290.18,4386.69,85,370865,601,0.985173331,-22.42619313
8/29/2017 0:00,4353.65,4386.69,4314.35,4376.99,79,343404,618,0.994667568,-7.693051837
8/29/2017 4:00,4363.48,4404.07,4313.55,4329.02,128,560654,894,1.007960231,49.01963628
8/29/2017 8:00,4328.12,4417.61,4328.12,4368.5,88,383495,701,0.990756553,-37.97773765
8/29/2017 12:00,4368.5,4625.85,4347.59,4570,129,578421,839,0.955908096,41.09753943
8/29/2017 16:00,4569.65,4584,4496.95,4555.55,127,576879,751,1.003095126,-0.26694381
8/29/2017 20:00,4540,4624.99,4535.09,4587.48,52,239631,356,0.989650091,-87.8532299
8/30/2017 0:00,4564.52,4619.99,4527.45,4583.61,119,547729,771,0.99583516,82.66803989
8/30/2017 4:00,4600,4647.51,4550.01,4550.02,150,687374,787,1.010984567,22.70979009
